Simulation,Consumption Min,Consumption Max,Resource Replenishment Rate,Longevity,Max Population,Avg Population,Total Resources
428,0.1658616396699476,1.7842826359113237,11,500,47,27.212,1130052.5725899606
605,0.17416788103906486,1.5617661922077186,11,500,47,30.308,1200319.2950104547
844,0.27352241076281253,1.3251365260816417,13,500,53,35.394,245529.45002789886
843,0.1477100587976114,1.433028061228476,21,500,84,60.524,209678.3126329879
778,0.4891226725432431,1.672189252262885,18,500,49,34.708,5115867.25483109
388,0.2538095943608741,1.5984389563912478,18,500,70,43.636,2214371.921608289
773,0.05657947304365449,1.9734321834048876,12,500,47,25.328,3294693.036000757
351,0.05495005906610292,1.4250684836899368,14,500,63,41.896,61379.90345665375
738,0.3789762529799801,1.8726794285490618,17,500,50,33.248,5422404.26989517
280,0.45394565786722557,1.854791292910766,12,500,35,22.58,3672809.383459017
735,0.25287530919903867,0.7668219086247527,11,500,58,43.356,9613.277865814167
349,0.33834971383599344,1.5313032920640088,10,500,35,23.452,1199959.2643202296
733,0.17008790782363006,1.4177738055766747,15,500,66,44.424,220933.22949315925
344,0.16906008059691757,1.8875758050179712,15,500,53,33.188,4639501.5517331995
722,0.13790309368202602,0.7975218857743182,11,500,75,52.122,39855.648871947626
721,0.24403172173836063,1.211174956072972,11,500,48,32.846,107182.55552132525
713,0.3135266671329773,1.5220183749712464,13,500,48,31.752,1563918.8825933482
295,0.17403456081779178,1.767210548979616,15,500,57,36.388,2577213.613397228
672,0.21808486552833717,1.1918954502084733,12,500,58,39.07,63753.125434983696
298,0.17167571733770484,1.9460894910884416,22,500,68,48.448,7307933.519237507
340,0.36056733267737706,1.8064516749261308,22,500,67,44.918,6777414.909460503
300,0.16952999433223076,1.9845388691325656,13,500,51,29.63,4624305.361610022
339,0.2118821731523849,1.8216792877661412,14,500,53,31.734,3194170.876072416
673,0.3405618465774283,1.963966313658429,21,500,59,41.444,7944061.894758109
334,0.32034214868469096,1.3349826222330754,11,500,45,27.52,338430.3861863173
333,0.1294614081297536,1.4959414898589618,12,500,72,34.838,734948.116938906
307,0.4891835038539088,1.2008326440016104,10,500,33,22.892,941648.808590608
331,0.31578542762028333,1.8950521217573928,10,500,35,21.054,3137755.8148951293
310,0.22978755546237023,0.905153824920649,12,500,64,45.312,30566.815348458287
677,0.4532813300463255,1.969534069359743,16,500,51,28.852,7196160.757579852
682,0.2833170487191836,1.8417416876488262,17,500,57,36.568,5874530.437053489
325,0.4207354061040454,1.929781293398315,13,500,37,23.928,5652493.989654708
318,0.3449513594426442,1.1605715971511996,15,500,57,40.938,130021.90523537033
684,0.06246647503220431,1.9454280233895291,15,500,61,34.642,4077179.579578496
320,0.25984922929527376,1.7963034533544375,15,500,51,34.474,4653119.619193104
277,0.20613810663305643,1.0434217671629868,10,500,59,35.31,48129.6024391
668,0.22635711627172378,1.9414077002670782,14,500,47,29.42,3749864.049505949
384,0.45211712130898013,1.959518181416968,22,500,57,39.334,8022543.776530942
747,0.07724616429431355,1.8699647299232212,15,500,55,34.148,2811863.008528672
230,0.33858777719817645,1.912876730641813,12,500,37,24.404,4691851.3516761735
231,0.4100414668757157,1.9167471270633771,16,500,46,31.208,4771706.496491302
232,0.2101655081864282,1.6722926293369325,12,500,55,30.108,2069276.2045382354
771,0.40729258883856506,1.408418115753617,10,500,35,22.826,1741961.45012136
383,0.20867304562763606,1.1093171896494434,12,500,59,40.582,38812.20038745336
237,0.29904016531556443,1.9415015900244077,13,500,45,26.668,4487001.932400472
638,0.26788196065048014,1.6872782730497378,13,500,51,31.018,2593557.591042168
764,0.3860413663695607,1.4913628258313631,21,500,70,46.954,2220896.9040769655
763,0.4250683162574189,1.6279327609495104,27,500,75,55.642,5234414.620075953
374,0.3202439598437295,1.277688408188108,17,500,65,44.982,244739.73525991576
760,0.3298299628289475,1.4541840784612141,13,500,49,31.574,1315894.2510486739
648,0.3913356940689879,1.8709126353436567,27,500,76,52.6,8643530.874784013
653,0.3623558284995847,1.260675150917657,14,500,51,35.824,346099.03542619507
368,0.24218302780217393,1.1208663390609284,15,500,66,47.544,71913.85956447129
251,0.22239141002750734,1.0165541719058706,13,500,64,46.484,36625.18992860103
367,0.4029389725036514,1.596828733049914,10,500,32,21.054,2209142.5068258913
253,0.24810404387418022,1.2035305943331247,12,500,54,36.146,108931.49839524264
254,0.4178309305627357,1.3340626845209393,12,500,42,27.914,491258.5069640362
755,0.21645292403081917,1.4470592605925776,13,500,58,35.844,949880.8056596114
754,0.45288556425109183,1.874764929661922,17,500,48,31.408,7277139.856469132
260,0.3298584484216033,1.8025405815546742,20,500,60,41.352,4762750.402772966
658,0.05028474039095281,1.5072231683303017,12,500,64,34.96,154075.96185465908
264,0.4094647141817171,1.4981322148866216,11,500,37,24.374,1638953.4316943858
663,0.3556868705154001,1.6955132330840168,18,500,54,37.902,3315995.113948645
266,0.3009462909117372,1.7859199592968729,12,500,40,25.588,3967380.1158546265
268,0.17704674886618726,1.8931927001540572,21,500,69,47.752,5993108.503364286
269,0.26298900542738923,1.4675630810428033,17,500,69,44.064,548182.9463681137
126,0.1421116600547372,1.867812945085998,19,500,70,44.254,3589094.9247882757
323,0.2997647599183657,1.687616696316467,17,500,57,38.084,3307812.8970709275
124,0.25118755042742075,1.4051945378357737,19,500,78,51.414,173894.60384542428
66,0.20836944252342843,1.2047721084178273,11,500,50,34.476,123446.98070400393
45,0.3737519251364519,1.2540157501458502,16,500,59,40.67,235834.9900641011
46,0.2009440908230235,1.8877489849825964,17,500,58,38.238,4312611.364056283
47,0.15876583143421624,1.3665919017638735,11,500,63,32.562,91046.77578077279
962,0.21712647205586505,1.996972185915894,13,500,48,25.992,4107102.909019882
54,0.2643660054076173,1.4088789565281001,21,500,76,55.676,421653.1180327671
486,0.29199520503545967,1.9979917688297262,18,500,53,36.394,7374483.742364188
57,0.1624886900307693,1.5586292062773879,12,500,48,31.776,903816.5142733692
58,0.2623356313717877,1.8150821744546997,17,500,60,37.956,4799445.065369882
59,0.417845443210664,0.8467134680973983,11,500,44,31.89,53832.57958875596
553,0.44306580870754,1.355094995578669,11,500,40,24.512,534470.5198614587
950,0.44176380450935687,1.7868105382161268,10,500,33,19.044,4200126.801607401
554,0.3445936998851522,1.592991982412712,11,500,44,25.44,2521756.6204990246
946,0.42622397885761276,1.9500017004753525,25,500,69,45.198,9539990.437705206
966,0.16503388948895442,0.9257218438773105,11,500,63,45.328,16808.79418387646
558,0.4203096949205148,1.8889847405771802,27,500,77,51.368,8797523.00031777
476,0.18448004088138203,1.565630542497905,12,500,52,31.562,671218.0117947485
562,0.3932532164956167,1.9797108586627372,10,500,30,18.36,4746063.457928546
935,0.3436834877484937,0.6504601383347745,10,500,48,36.118,17409.05292124016
564,0.2881384361074553,1.4112099553058408,18,500,70,47.632,302450.0405974035
75,0.3807100900377541,1.1747714897503614,10,500,38,26.106,104556.72450937178
76,0.4776675037783623,1.7749153578196424,14,500,43,26.056,3594786.1987891016
471,0.174351762559126,1.6741901690644014,17,500,67,42.858,2349676.363847282
931,0.22587025876325784,1.8082945363486083,13,500,48,29.362,3515902.6591609363
79,0.23462216347371917,0.9481316645050759,18,500,87,64.244,36625.7706789838
469,0.41083090775229314,0.9644430808893756,12,500,43,32.408,67260.67662430914
82,0.4447478855780088,1.90346070724252,24,500,64,44.996,8154897.791402694
549,0.34631234321228244,1.8336738969553767,25,500,74,51.242,8569556.697484845
967,0.4466903095989359,1.3832723714117117,13,500,42,28.866,2827528.8898992
85,0.2726966885730231,1.977079522231107,20,500,63,40.804,7317332.868892408
505,0.07067793200230066,1.7845521786931307,11,500,44,26.382,1664518.8033602452
993,0.35711188487227097,1.3630410536102922,16,500,53,38.926,749201.5799728682
522,0.1929331197496626,1.5924220253043064,15,500,67,38.946,2185932.507821949
513,0.1991122608552398,1.543127987787232,15,500,59,39.736,1912429.8689007119
9,0.27584136221288036,1.507865361225818,12,500,46,29.732,1829692.5394389967
10,0.28521755436169716,1.3868756966767943,13,500,54,35.142,207008.1521501846
992,0.3373784254921209,1.3606549292720174,14,500,51,35.582,190190.51871351045
13,0.08294386216353142,1.1267126055927301,16,500,93,64.284,20277.794851948398
526,0.13322224208652222,1.9938925997573316,13,500,44,28.516,4194560.557277456
529,0.1885089031526278,1.838498360213392,13,500,50,30.59,4413485.400015537
985,0.18466950832411777,1.6734876313423892,19,500,69,46.264,1408746.8594798213
18,0.4685513801542444,0.9945966949701397,14,500,48,35.478,82766.08283136012
20,0.056608667582815006,1.635857783418034,15,500,62,37.87,404223.44313423696
981,0.2579797406860024,1.9684772658847818,17,500,52,35.092,7738529.469935284
490,0.10299096328552698,1.9992661341482953,13,500,50,27.544,3289104.0080165877
26,0.3883446490779131,1.276137758804576,10,500,37,24.256,805233.2331928171
539,0.055702917319674305,1.7882789764754388,11,500,43,25.688,2939550.0368011547
499,0.31520435073702435,1.5913822849803982,17,500,57,39.962,2301995.5374373435
979,0.05316263366015673,0.8793594239270952,11,500,77,54.34,16822.75368195013
497,0.24461887511199082,1.6188529832445713,12,500,46,29.094,282147.96985614044
543,0.3588899553519705,1.9519172139491068,14,500,43,26.832,4690260.534735334
32,0.18795254492137453,1.9751698822322874,23,500,73,50.42,8459432.69907275
33,0.3856108839720238,1.9315949995388157,28,500,74,53.01,9998811.513873283
547,0.3526875977912385,1.9715288059753824,17,500,46,32.608,6756480.8008429175
35,0.28556979195022586,1.6805861167658565,20,500,67,46.034,3227339.4234509743
36,0.4531054454112435,1.738644097789925,13,500,41,25.77,4407352.224041906
491,0.41693954923596854,1.4560641371462237,11,500,37,24.222,2076502.5533787
928,0.2868799255285451,1.9198579337082415,20,500,65,41.564,7060113.737992192
947,0.1727232245486167,1.528161786649929,14,500,63,38.848,577210.5812109802
109,0.13863805647713956,1.515963269010426,19,500,83,53.7,396290.3771142194
461,0.10118310533694386,1.0286944342135247,18,500,107,75.27,25196.110965390482
465,0.0674896315631996,1.8662478239604712,16,500,64,36.172,2912676.204852741
584,0.37935787757092915,1.3627625740109262,13,500,46,31.478,647132.1663097412
93,0.23996866243733733,1.2471892394962385,18,500,76,54.522,179283.2552657752
921,0.27271209814705355,0.8893298321635265,10,500,47,35.72,22562.018233808663
569,0.3547543369270468,1.7026997477886154,15,500,50,32.412,3463581.508037156
463,0.43399725393403366,1.4243378085678975,13,500,41,28.784,1890122.2255653285
922,0.24075329019172054,1.1914211293320192,17,500,77,53.316,47091.08260793016
580,0.3206032858910827,1.2106204233818352,11,500,45,30.626,136454.24034429976
451,0.20721514492281146,1.182943501207169,13,500,63,41.692,50525.886068593354
450,0.2643964155462311,1.6731697721692658,13,500,47,31.386,2739235.34447024
447,0.1697364880171886,1.7156127235481853,16,500,62,40.18,1913240.4277766384
89,0.11072710466971865,1.6581835951689075,12,500,55,32.174,1108385.2812345887
905,0.06478740294633166,1.903217471280471,12,500,44,27.846,3137658.2009281614
105,0.17202420995274997,1.504233388908175,15,500,67,42.694,494376.40062178933
107,0.3155394443533951,1.5471179917675109,16,500,56,38.622,1757274.8829988234
904,0.13545167099893546,1.8025227462103246,12,500,54,28.986,1246355.7099352067
575,0.38218361700422987,1.976620588913042,15,500,41,27.908,5973445.118711922
108,0.08851896666060566,1.6569731901306428,17,500,82,46.834,1773395.451568152
926,0.20807068074088597,1.906665932838696,17,500,66,38.514,5135149.687404366
583,0.4174926489867322,1.2158541228585094,13,500,45,31.7,519126.1087359506
16,0.4152666123611952,0.7720053818698004,14,30,7,0.144,2173776.6448502857
969,0.4295686003165335,1.0148187183428763,13,22,7,0.196,2051988.2459546353
941,0.29615800507859563,1.6372984992695068,23,21,7,0.178,3412490.8127867114
489,0.13897813985055646,1.570831614325416,17,20,4,0.118,2577644.486659077
639,0.13518640245892585,0.7611326423647333,23,20,5,0.1,3334205.5989445928
873,0.06108195402510957,1.0350296261038918,17,20,7,0.166,2469970.5804142635
506,0.25874225325258005,1.8618989851127312,22,19,6,0.148,3335866.9564689216
820,0.05583593838337811,1.0299597425681608,10,19,7,0.154,1709100.6595186382
100,0.23614442635936478,1.9224711331024356,27,18,6,0.142,3853350.820324306
664,0.3559973439396855,1.422784793076285,23,18,7,0.12,3330468.594641542
676,0.09594834025616825,0.3545126889028972,14,18,8,0.17,2110697.417989267
267,0.3598357992042335,1.5742900493072307,20,18,7,0.13,3012568.0879295063
173,0.29900333451399674,1.3111934928680387,18,18,4,0.068,2748455.1460276577
599,0.4682132546602052,0.4834234747097583,27,18,6,0.096,3828299.339411152
752,0.47896356980045834,0.9941950153885581,28,18,4,0.068,4070030.05348308
823,0.42858253955796805,1.2246110168525197,28,17,5,0.114,3999640.4592995797
641,0.49466235848255025,0.97151523767146,22,17,5,0.07,3224382.652351696
769,0.4167163546936672,0.8938544201962295,29,17,4,0.08,4083906.097575776
134,0.37982878338107384,0.7346134967641003,17,17,5,0.074,2579838.585701666
6,0.3624979810416498,1.4186321192885922,27,17,7,0.092,3843597.5721359313
678,0.1703470889365172,0.7458580892032611,22,17,6,0.08,3219686.0674198307
887,0.23683670109945376,1.3998210751675284,19,16,5,0.11,2792869.6320406864
671,0.1560491805975414,0.33382359987981547,30,16,4,0.06,4222253.020640949
669,0.19790742224636082,0.47179290567805665,14,16,5,0.082,2294641.2911386774
850,0.288073799020252,1.582627735177026,22,16,5,0.078,3283589.406876875
453,0.4512450065598,0.945105801504037,29,16,5,0.062,4189623.1081029
960,0.39531923215196463,0.937297161144819,25,16,5,0.066,3681827.7099026297
74,0.28128959830565625,1.5932883717711401,24,16,4,0.058,3561232.3959813863
587,0.09138881863430182,0.6015449700032401,21,16,4,0.082,3065148.6043461794
226,0.3105890252050021,1.8115066037751633,28,15,6,0.118,4146742.5747946333
131,0.4856826762097074,1.098818522689425,17,15,6,0.102,2721240.389795881
23,0.3182062848836667,1.9614581369079072,25,15,6,0.082,3651605.449474928
487,0.09551669573922521,0.5139064655205277,23,15,4,0.078,3312373.407380565
405,0.23788412358047745,0.3060994055302963,23,15,5,0.068,3309189.5229307804
55,0.09028996489045604,1.2232488192371067,21,15,6,0.102,3159006.006218345
654,0.3879126156288883,1.9403456720323764,30,15,4,0.07,4279762.8470181
353,0.3853625336948585,0.4831487701233697,25,15,4,0.068,3674731.196881284
696,0.2663751961579035,1.4571011325642735,15,14,7,0.11,2436138.16719451
666,0.18808950666337765,1.3942937067015304,21,14,5,0.08,3097565.204843863
293,0.11285195716113629,0.7197026643361115,23,14,4,0.05,3348830.432668715
347,0.39482293549437353,0.5654433805958162,28,14,4,0.052,4029959.6042674338
415,0.3149238729000391,1.013615464774321,16,14,4,0.06,2402813.6605554847
689,0.3860697361213835,0.6274862338295204,29,14,6,0.084,4075513.6142686596
262,0.14795780079194293,0.5026618066994695,28,14,6,0.084,3892321.7880529086
217,0.37995865736508583,1.278700722186084,17,14,5,0.096,2543344.757993001
172,0.06157943574110337,1.7209154808601357,25,14,5,0.08,3607614.6335066194
49,0.3920888236184185,0.7117632042715916,13,14,5,0.078,2089680.2109144626
246,0.137544722099381,1.2412897907063267,24,14,6,0.11,3529887.7394683454
788,0.36684639082200926,1.5804171883974374,19,14,9,0.114,2934694.0097072623
207,0.0904327766071954,0.7372940750115343,23,14,4,0.078,3319928.059547965
140,0.23953606432973562,0.2592030997297935,21,13,6,0.068,3116931.2062624767
712,0.2604210871627623,0.5763742109226342,23,13,5,0.054,3334806.439162445
592,0.12260438164310705,0.7210149296454864,25,13,6,0.082,3665305.2163801533
730,0.23815197525794818,1.9873833147818267,26,13,5,0.06,3801050.1911040386
459,0.09829975924942395,0.12258000978205272,11,13,5,0.056,1783416.0847165037
552,0.2190563908278808,1.4833766975806126,26,13,5,0.072,3783045.2186075533
883,0.1688009462114744,1.908844065587605,30,13,5,0.096,4142176.0308227227
88,0.4659218213386104,1.973578005023127,29,13,6,0.072,4143297.6834025388
313,0.4396770209325781,1.539052816936647,30,13,7,0.112,4167256.1859604097
407,0.305317609225553,1.4461862966178103,11,13,5,0.088,1885434.5294094814
391,0.46436749614852363,1.4374125038894165,26,13,5,0.07,3704366.7283846145
840,0.3925278053766071,1.7013467971013811,24,13,6,0.108,3551334.2093377304
607,0.30097464164853704,1.9693827742993193,30,13,5,0.084,4119291.3421103065
423,0.42530946993488317,1.8442177440155436,24,13,5,0.06,3591799.483567295
335,0.46225098077666915,0.8915684752904109,18,13,6,0.07,2673450.3275527353
674,0.3172355485006675,0.8467548751520524,13,13,6,0.1,2140864.3168858266
959,0.1405811784283671,0.4690521146309711,29,13,6,0.07,4146237.015288334
852,0.2580897541670031,1.1205609212603953,29,13,5,0.082,4087565.0496633057
452,0.3036469331432823,1.5089647304971265,30,13,9,0.13,4237063.032257962
711,0.07126708069046885,1.2066669434228043,21,12,4,0.064,3091047.7500632526
717,0.2137838368116819,0.3895060785202137,14,12,4,0.048,2239563.9176685587
991,0.25308350722738576,0.6498829583977709,22,12,4,0.048,3159436.4816292473
891,0.2867984379757391,0.3768515085610729,19,12,4,0.044,2879425.3450902286
895,0.3241302540896004,1.494004364231114,20,12,6,0.076,2987923.296788433
530,0.32951893856671693,0.6882769081646243,17,12,5,0.054,2534446.039278103
521,0.4838663194812952,0.5908149251634285,22,12,6,0.074,3195394.487545132
999,0.4339244954414737,1.1303661977529091,20,12,5,0.076,3025746.0247462336
84,0.1937865823653604,1.822789241218346,17,12,4,0.042,2676693.919140686
964,0.2582931190448412,1.7942160220371433,23,12,4,0.048,3388345.5203017006
25,0.2280729071992353,0.7536325063836222,21,12,5,0.06,3161905.6478722543
235,0.3347896376490253,0.3555387677823634,22,12,5,0.064,3192825.0815151385
808,0.1525031273205369,0.8403656538099054,22,12,8,0.096,3264226.5498525896
180,0.21337905027797488,1.503568939318282,27,12,4,0.04,3856575.4446853003
203,0.25288745429824705,0.3816329906783763,26,12,5,0.086,3672407.835697553
419,0.4021318347633561,0.9694750262906568,24,12,5,0.06,3443351.3003676985
211,0.08074568119421437,0.8878719628418149,25,12,5,0.062,3552525.412462879
634,0.158245904206324,0.9089996691120089,14,12,5,0.072,2195136.141938779
390,0.2578314859712291,0.26806323049002106,30,12,5,0.068,4141652.1499644555
782,0.15664481499523236,1.217133249561296,14,12,6,0.09,2183972.15197973
616,0.48121872974889557,1.5263928858385403,24,12,4,0.062,3532016.62394134
97,0.3599630721011035,1.0372921963861237,20,12,4,0.056,2993003.5166494898
917,0.13688522949542858,0.7493442020709706,21,12,4,0.06,3078067.08823703
574,0.08542050128254017,1.0458280139249196,19,12,5,0.082,2798850.8791860575
767,0.2732825297285381,1.995145317550996,20,12,5,0.08,2988616.5938092093
643,0.2836565465625046,0.915882620803274,19,12,6,0.076,2861723.647156284
52,0.19535806172783343,0.7070602732856189,12,12,4,0.056,1943829.0108968155
102,0.4557816413028362,1.8150127757251715,30,12,4,0.062,4278557.153305159
924,0.24094724832546982,0.5947245944376345,12,12,4,0.064,2030897.133908527
365,0.37112157271202756,0.9025157743336363,22,12,6,0.072,3218733.8284393717
154,0.059295930974841614,0.30808913815446665,25,12,4,0.052,3553577.0343440166
151,0.2863780678279363,1.7693417935698998,22,12,6,0.088,3257255.0234091547
190,0.32644805074347855,0.533689932918001,12,12,6,0.066,1988000.3952760366
906,0.26849067797160775,0.351195637318209,11,12,4,0.052,1851974.0104142437
196,0.32897506327921877,1.6799740443095603,21,12,5,0.05,3163409.9391639107
567,0.4458429825066958,1.2636982010017956,18,11,5,0.07,2855096.1723969234
446,0.3971891522865072,0.7355440526336005,26,11,4,0.05,3710634.2760657985
613,0.2200530480097858,1.217819083506287,22,11,4,0.056,3245993.4857389345
484,0.3513525960696515,1.4566865913127311,22,11,5,0.07,3226011.9928993043
572,0.2424275993104829,0.7060588132518093,11,11,5,0.084,1898653.578849578
343,0.47115704466566966,1.3656913873705805,20,11,4,0.058,3030370.710406105
596,0.46305390426351906,1.3385650436591219,26,11,5,0.054,3716492.0225117
366,0.13452094669654147,1.8190129066939194,29,11,5,0.056,4157964.2011183836
352,0.44901804017085944,1.6437489132291891,24,11,6,0.098,3523187.3720304593
1000,0.29415580609266057,0.8799906365011456,22,11,8,0.104,3254172.71031236
259,0.20867828350126916,1.0246389987298514,22,11,4,0.058,3238080.8507913756
60,0.20683568277523307,1.074108988535566,29,11,5,0.046,4110454.967329943
178,0.444752050373825,0.8524534505730452,23,11,7,0.084,3391487.2476282665
282,0.38612826629614927,0.9073141563493118,24,11,4,0.048,3461145.76617513
739,0.29549599968860935,0.9670492983275603,12,11,7,0.104,1828906.5434408241
201,0.08981829382776244,0.3332412604821986,27,11,5,0.064,3821838.403877656
99,0.1894862761383268,0.6373443843199227,10,11,4,0.048,1751301.8615775052
801,0.25282725765117375,0.3319816953547729,26,11,5,0.066,3572072.2028314746
798,0.32827162651753744,1.102370876649203,30,11,4,0.046,4183097.0703991796
265,0.3001917542233017,0.9392226179202373,25,11,5,0.06,3637911.2916095676
77,0.25599875516419457,1.6258770810583236,15,11,5,0.06,2441358.0402967636
936,0.053696034169646745,0.8333599691393556,18,11,6,0.082,2778474.1777846357
519,0.09419925250610106,0.4057312729947057,22,11,5,0.046,3222723.7169942562
221,0.2563306853221443,1.2510333863231744,30,11,5,0.06,4300271.896195533
777,0.2833242141163362,1.738116324109317,30,11,7,0.116,4165280.443423561
965,0.34762491616931435,1.1511037902158163,16,11,5,0.072,2538373.4598005256
229,0.2760736872123119,1.7090201606062843,24,11,6,0.06,3494970.1671585147
961,0.18468249340897175,0.7636032392961585,30,11,4,0.042,4208267.743096425
288,0.2571553979325024,1.5310156291165788,16,11,4,0.048,2471263.7388120284
276,0.3583512789328159,1.6445503971929012,28,11,4,0.054,4045398.850567467
702,0.23813081008175707,0.6400827655970045,12,11,5,0.056,1966897.230793972
312,0.25711343932894565,1.1142272946970102,22,11,8,0.116,3182623.2350907363
306,0.49432322684567076,1.5916128144699158,26,11,5,0.056,3815341.051979491
317,0.48343502333879185,1.603517341623213,17,11,6,0.096,2700296.2500873576
316,0.48602131894131073,1.3756235371929764,19,11,7,0.1,2868530.649962513
15,0.26553843516101927,1.1116489361613335,26,11,5,0.064,3692910.4337100596
701,0.3371170331114704,1.6305266901794642,26,11,4,0.062,3754259.015383404
881,0.22136307450801573,0.950591019636988,26,11,7,0.088,3749048.9450528095
693,0.08757161230138608,0.4594448896401707,11,11,4,0.046,1873220.0075934473
449,0.4739651123556378,1.7560602859511512,18,10,5,0.06,2717525.3196688336
939,0.42440138227509,0.7528217378735825,14,10,5,0.064,2202033.5964902225
478,0.4391535729972652,0.6594329822144309,20,10,5,0.058,2875036.041811529
386,0.07547346132031642,1.007713324404837,21,10,4,0.042,3117726.917608577
433,0.3323933245449811,0.5934950021569179,14,10,5,0.052,2242850.406756653
876,0.44849532398613956,1.8912373659115866,21,10,7,0.072,3050836.793722378
434,0.4746255433575518,0.9385262060441371,26,10,6,0.06,3675199.845575382
385,0.4101975468785636,1.2511320775323544,23,10,6,0.06,3362911.686406476
556,0.1941563421534505,1.0843019179039464,27,10,4,0.042,3849519.9797489643
64,0.10473189581130443,1.6347659587751302,30,10,4,0.044,4221913.361139351
953,0.051128266673619034,1.9383882643452082,28,10,5,0.066,3953400.224276844
432,0.30339215280007514,0.9107946915516073,13,10,4,0.038,2086150.6215269817
399,0.16303912886192068,0.2586789639889608,28,10,5,0.074,3941563.3578912853
397,0.3188077780759202,0.49376955674566003,29,10,5,0.054,4156119.368061681
